kode otp gak bisa	Functionality and Perfomance
Aplikasi membantu	User Experince
diupdate gak bs dibuka	Support and Updates
Aplikasi mantap	General Aspect
Pemkab Sidoarjo ruwet	Out of Aspect
Aplikasi ga niat	General Aspect
nyari kategori gabisa	Functionality and Perfomance
aplikasi sangat membantu?	User Experince
pakai G bisa	Functionality and Perfomance
Aplikasi sangat bermanfangat	User Experince
Apk aneh	General Aspect
buka Ngk bisa	Functionality and Perfomance
cek muter terus	Functionality and Perfomance
Daftar ga bisa di buka	Functionality and Perfomance
buka Ngga bs	Functionality and Perfomance
trouble Sering	Functionality and Perfomance
masuk ga bisa	Functionality and Perfomance
aplikasinya terlalu banyak eror	Functionality and Perfomance
Aplikasi susah masuk	General Aspect
input data susah	Functionality and Perfomance
Update aplikasi susah untuk digunakanpelaporan pajak parkir	Support and Updates
loadingnya makin lama	Functionality and Perfomance
Update jelek	Support and Updates
masuk Susah	User Experince
login Ga bisa	Functionality and Perfomance
Ini tidak macet	User Interface
gunakan Kaga bisa	Functionality and Perfomance
Aplikasi sangat keren	General Aspect
Input capchanya susah amat	User Experince
Relot terus	Functionality and Perfomance
bayar pajak stnk gagal terus	Functionality and Perfomance
aplikasi sangat ribet	User Experince
Aplikasi tidak jelas	General Aspect
amplikasi slalu minta di perbarui	Support and Updates
Ngirim data susah bangeett	Functionality and Perfomance
amplikasi g bs di buka	Functionality and Perfomance
login gagal	Functionality and Perfomance
pendaftaran agak lama	Functionality and Perfomance
Aplikasi ga bermutu	User Experince
aplikasi gak bisa kebuka	Functionality and Perfomance
Apl banyak bugnya	Functionality and Perfomance
Aplikasi pemerintah selalu ampas	General Aspect
Aplikasi muter terus	Functionality and Perfomance
login lama sekali	Functionality and Perfomance
App Susah dipakai	User Experince
pelayanan buruk kale	Out of Aspect
pinjam buku masih ada kendala tampilan	Functionality and Perfomance
loading terus	Functionality and Perfomance
cek kode pembayaran Gak bisa	Functionality and Perfomance
Email verifikasi ga dikirim2	Functionality and Perfomance
server Tidak dapat terkoneksi	Functionality and Perfomance
proses kode bayar tidak bisa	Functionality and Perfomance
petugas komunikatif	Out of Aspect
buka lama	Functionality and Perfomance
ngecek produk sangat membantu	User Experince
Aplikasi lemot parah	Functionality and Perfomance
Pelayanan sangat membantu	Out of Aspect
bikin aplikasi Gajelas	Support and Updates
Aplikasi ga berguna	General Aspect
admin cepat tanggap	Out of Aspect
ngecek Pembayaran pajak ga bs	Functionality and Perfomance
APLIKASI gunanya apa	User Experince
Surat menyurat lebih cepat	User Experince
pelayanan Oke	Out of Aspect
login error	Functionality and Perfomance
Foto profil ga bisa di ubah	Functionality and Perfomance
cek lag parah	Functionality and Perfomance
Aplikasinya ngebug	Functionality and Perfomance
Aplikasi gak guna	General Aspect
bandwith diperbaiki	Functionality and Perfomance
masuk ga bs	Functionality and Perfomance
apk gak mampu bikin	General Aspect
Admin memudahkan pelayanan	Out of Aspect
aplikasinya segera diperbaiki	Functionality and Perfomance
masuk ga berhasil	Functionality and Perfomance
diperbaruhi loading lama	Support and Updates
Scan barcode lama juga	Functionality and Perfomance
cek info pkn Gak bisa	Functionality and Perfomance
aplikasinya muter2 terus	Functionality and Perfomance
apk buruk bgt	General Aspect
aplikasi jelek bangeeeeet	General Aspect
download ga kebuka	Functionality and Perfomance
Aplikasi sangat informatif	General Aspect
koneksi masalah	Functionality and Perfomance
aplikasi minta2 indentitas	Security
scan barcode selalu gabisa	Functionality and Perfomance
aplikasi belum bisa di buka	Functionality and Perfomance
cek harga pajak tida bisa	Functionality and Perfomance
di buka tidak bisa	Functionality and Perfomance
buka Tidak bisa	Functionality and Perfomance
Apk lama banget	Functionality and Perfomance
app gak makin mempermudah	User Experince
aplikasi gak ada guna	General Aspect
Cek pajak gak bisa	Functionality and Perfomance
membayar pajak Mempersulit masyarakat	Out of Aspect
aplikasi tolong ditingkatkan lagi	Functionality and Perfomance
masuk gk bisa	Functionality and Perfomance
Loadingnya super lamaaaa sekaleeeeeeee	Functionality and Perfomance
Aplikasi gangguan trs	Functionality and Perfomance
koneksi masalah	Functionality and Perfomance
Update tambah gak karuan	Support and Updates
pelayanan mantap	General Aspect
Aplikasi gak banget,	General Aspect
masuk ke profil susah	User Experince
Aplikasi Tidak Berfungsi	Functionality and Perfomance
aplikasi gak berguna	General Aspect
Aplikasinya gak semudah dulu	User Experince
Pelayana cepat	Out of Aspect
Aplikasi gak stabil	Functionality and Perfomance
ngecek ngk muncul	Functionality and Perfomance
Pengaduan cepat	Out of Aspect
update banyak rusak nya	Support and Updates
discan gak muncul	Functionality and Perfomance
scan barcode gak bisa	Functionality and Perfomance
aplikasinya keren	General Aspect
apl ga guna	General Aspect
Masuk susah	User Experince
download gak mau	Functionality and Perfomance
Apk ngebug	Functionality and Perfomance
Login susah	User Experince
apknya cacat	General Aspect
scan barcode muter doang	Functionality and Perfomance
Pelayanannya sangat memuaskan	User Experince
Pelayana ramah	Out of Aspect
masuk banya problem	Functionality and Perfomance
aplikasi sangat tidak nyaman	User Experince
downloadnya lemot banget	Functionality and Perfomance
cek Lama sekali	Functionality and Perfomance
scan barcode gk bisa	Functionality and Perfomance
aplikasinya Sangat perlu diperbaiki	General Aspect
pelayanan cekat	User Experince
apk gak bisa di buka	Functionality and Perfomance
apk smakin parah	General Aspect
aplikasinya Engga bisa dipake	Functionality and Perfomance
daftar akun error terus	Functionality and Perfomance
data tidak di temukan	Functionality and Perfomance
cek pajak motor tidak muncul	Functionality and Perfomance
aplikasi Gajelas	General Aspect
Menu lihat kartunya hilang	User Experince
login bug	Functionality and Perfomance
daftar gk bisa	Functionality and Perfomance
aplikasi lucu	General Aspect
pelayanan Mantap	Out of Aspect
NGUBAH NOMER TELEPON SUSAH	User Experince
mengidentifikasi Tidak bisa	Functionality and Perfomance
app ga bener	General Aspect
login Susah banget	Functionality and Perfomance
Aplikasi tolol	General Aspect
login dipersulit	User Experince
gabisa login	Functionality and Perfomance
Aplikasi gabisa cek	Functionality and Perfomance
Aplikasi taikkk	General Aspect
Loading mulu	Functionality and Perfomance
aplikasi cukup lengkap	Functionality and Perfomance
masuk ke akun tidak bisa	Functionality and Perfomance
scan loading	Functionality and Perfomance
unduh gak bisa	Functionality and Perfomance
akun muter semua	Functionality and Perfomance
SCAN GA BISAA	Functionality and Perfomance
ganti nomor hp gak bisa	Functionality and Perfomance
aplikasi tolong diperbaiki	General Aspect
viturnya kurang membantu	Functionality and Perfomance
Aplikasi sangat buruk	General Aspect
Aplikasi jelek bangett	General Aspect
apk bintang nol	General Aspect
aplikasi tolong perbaiki	General Aspect
apknya perbaiki lagi	Functionality and Perfomance
aplikasinya gk bisa dibuka	Functionality and Perfomance
Masuk apk susah	User Experince
Aplikasi bapuk	General Aspect
verif gagal	Functionality and Perfomance
cek pajak kendaraan Tidak bisa	Functionality and Perfomance
data hilang	Security
Aplikasi ngga bisa baca barcode	Functionality and Perfomance
Aplikasi sering banget eror	Functionality and Perfomance
Aplikasinya Gak bisa kebuka	Functionality and Perfomance
Update gk koneksi ke servernya	Support and Updates
Apk loding terus	Functionality and Perfomance
Aplikasinya susah di gunakan	User Experince
aplikasi makin parah	General Aspect
aplikasi Tidak berfungsi	Functionality and Perfomance
apss Sering erorrnya	Functionality and Perfomance
aplikasi blom maksimal kinerjanya	Functionality and Perfomance
Aplikasi kebanyakan erornya	Functionality and Perfomance
daftar buffering/loading terus	Functionality and Perfomance
internet tidak koneksi	Functionality and Perfomance
pemeliharaan disepelekan	Support and Updates
loading/buffering 30menit lewat	Functionality and Perfomance
kode verifikasi gak masuk masuk	Functionality and Perfomance
login kode ga muncul	Functionality and Perfomance
baca pusing	User Experince
Ngecek mutar doang	Functionality and Perfomance
Aplikasi tidak dapat mengecek pajak	Functionality and Perfomance
Aplikasi bangus	General Aspect
pakai gk bs	Functionality and Perfomance
Informasi kesehatan berguna	User Experince
aplikasi tidak terdaftar	Functionality and Perfomance
Akses lebih mudah dan cepat	User Experince
download Lama	Functionality and Perfomance
login Nggak bisa	Functionality and Perfomance
ngecek pajak tidak bisa	Functionality and Perfomance
aplikasinya Mudah	User Experince
Aplikasi tak berguna	User Experince
daftar Tdk bisa	Functionality and Perfomance
Aplikasi lemot	Functionality and Perfomance
aplikasi payah bgt	General Aspect
Updatenya gak berguna	Support and Updates
nomor gak bisa	Functionality and Perfomance
aduan tertangani	Out of Aspect
Aplikasi bikin nakes ribet	User Experince
sistem jaringan Kadang loading	Functionality and Perfomance
Pelayanannya baik	Out of Aspect
Info gak akuratt	Functionality and Perfomance
Aplikasinya sangat membantu sekali	General Aspect
aplikasi puas atas kinerja seluruh pihak	General Aspect
kode QR tidak terdaftar	Functionality and Perfomance
aplikasi persulit	User Experince
aplikasi malah merepotkan	User Experince
aplikasi tidak bisa mengakses akun	Functionality and Perfomance
respon sangat lama	Out of Aspect
Aplikasinya error	Functionality and Perfomance
aplikasi kosonan	User Interface
login gk bsa	Functionality and Perfomance
aplikasinya gangguan terus	Functionality and Perfomance
Sambara gak bisa dipake	Functionality and Perfomance
upload foto Tidak bisa	Functionality and Perfomance
Loading gak kebuka	Functionality and Perfomance
aplikasi ancur	General Aspect
daftar agak ribet	User Experince
Aplikasi cacat	Functionality and Perfomance
sertifikat kaga muncul	Functionality and Perfomance
Aplikasi cepat	Functionality and Perfomance
Aplikasi erro melulu jaringanya	Functionality and Perfomance
aplikasi stabil	Functionality and Perfomance
Daftar susah	Functionality and Perfomance
menunya lengkap	User Experince
aplikasinya jelek	General Aspect
scan Error	Functionality and Perfomance
server lemot	Functionality and Perfomance
Aplikasi kuntulll	General Aspect
apk gaguna	General Aspect
login susah bgt	User Experince
diperbaruhi loading lama	Support and Updates
akses Tidak bisa	Functionality and Perfomance
Scannya lamaaa	Functionality and Perfomance
aplikasinya tambah rumit	Functionality and Perfomance
muter mulu	Functionality and Perfomance
cek gk bisa	Functionality and Perfomance
Fitur gak bisa dipake	Functionality and Perfomance
Aplikasi RIBET	User Experince
sistemnya diperbaiki	Functionality and Perfomance
download enggak bisa	Functionality and Perfomance
sistem Mempermudah	User Experince
aplikasi jeleknya	Functionality and Perfomance
pencarian Tidak bisa	Functionality and Perfomance
Mengurus kepindahan KTP dipersulit	User Experince
APLIKASI BENERIN LAGI	Functionality and Perfomance
pengecekan Tidak nyambung	Out of Aspect
Scanning muter terus	Functionality and Perfomance
cek pbbsih gabisa	Functionality and Perfomance
pelayanan efisien	Out of Aspect
Fitur mudah di gunakan	User Experince
login2 nggak bisa	Functionality and Perfomance
aplikasinya Sangat membantu	User Experince
tindak lanjut abal abal	Support and Updates
Sistem tolong di benerin	Functionality and Perfomance
Sistemnya mohon diperbaiki	Functionality and Perfomance
masuk akun Selalu susah	Functionality and Perfomance
Aplikasi gak bisa dibuka	Functionality and Perfomance
Login kga bisa	Functionality and Perfomance
developernya kaya baru buat aplikasi	Support and Updates
Aplikasi sampahh	General Aspect
Admin memudahkan pelayanan	Out of Aspect
menu kurang paham	User Experince
daftar error trus	Functionality and Perfomance
Masuk Tidak bisa	Functionality and Perfomance
Apk gabisa dipake	Functionality and Perfomance
pelayanan cepat	Out of Aspect
Aplikasi engga jelas	General Aspect
Aplikasi bobrog sekali	General Aspect
pelayanannya Istimewa	User Experince
layanan aplikasi makin jelek	User Experince
App Susah dipakai	User Experince
aplikasinya Lemottt	Functionality and Perfomance
laporan tidak ada penyelesaian	Out of Aspect
aplikasi gak ada guna	General Aspect
Daftar gk bs	Functionality and Perfomance
Aplikasi sangat membantu masyarakat	User Experince
aplikasi ribet	User Experince
aplikasi bodoh	General Aspect
download Tidak disaran kan	Functionality and Perfomance
Apk gabisa dipake	Functionality and Perfomance
menu Gk bsa	Functionality and Perfomance
server gagal	Functionality and Perfomance
aplikasi berguna banget	User Experince
daftar Buruk	General Aspect
aplikasinya Sangat bermanfaat	User Experince
pakai ngk bisa	Functionality and Perfomance
Aplikasi TDK bisa dipake	Functionality and Perfomance
oknum busuk	Out of Aspect
cek Pajak gabisa	Functionality and Perfomance
penyimpanan data selalu GAGAL	Functionality and Perfomance
server selalu tidak terhubung	Functionality and Perfomance
Pelayanan istimewah	Out of Aspect
aplikasinya diperbaiki lagi	Functionality and Perfomance
app g bisa masuk	Functionality and Perfomance
pelayanan masyarakat mempermudah	Out of Aspect
Aplikasi smart	General Aspect
Adminnya cepat tanggap	Out of Aspect
Aplikasi kagak ada gunanya	User Experince
Aplikasi burik	General Aspect
Aplikasi sontoloyo	General Aspect
aplikasinya gabisa dipake	Functionality and Perfomance
amplikasi sangat me Bantu	User Experince
Aplikasi gajelas	General Aspect
Aplikasi eror mulu	Functionality and Perfomance
Pelayanannya cepat	Out of Aspect
loading lma pollll	Functionality and Perfomance
Aplikasi tidak berguna	General Aspect
pinjam ebook-nya ga bisa	Functionality and Perfomance
update Terlalu lama	Support and Updates
daftar gbsa	Functionality and Perfomance
login lama	Functionality and Perfomance
aplikasinya Lemottt	Functionality and Perfomance
aplikasi ngk membantu	User Experince
Aplikasi eror	Functionality and Perfomance
dipake Gabisa	General Aspect
sistem lemot parah	Functionality and Perfomance
Aplikasi mempersulit warga	General Aspect
trouble Sering	Functionality and Perfomance
pelayanannya memuaskan	Out of Aspect
cek TNBK tidak bisa	Functionality and Perfomance
scan barcode berfungsi dengan baik	Functionality and Perfomance
Email tidak d respon2	User Experince
Adminnya fast respon	User Experince
WiFi susah masuknya	User Experince
ambulan gratis sangat membantuu	Out of Aspect
Aplikasinya tidak berkualitas	General Aspect
aplikasi g guna	User Experince
kritik kagak pernah di gubris	Support and Updates
Aplikasi buruk	General Aspect
kebukanya lama banget	Functionality and Perfomance
apknya loading doang	Functionality and Perfomance
aplikasi lelet nyarinya	Functionality and Perfomance
Sertifikat vaksin g bisa di unduh	Functionality and Perfomance
daftar vaksinasi gak bisa bisa	Functionality and Perfomance
aplikasi tidak banyak memakai ruang penyimpanan	Functionality and Perfomance
Aplikasi sangat bermanfaat	User Experince
APLIKASI TIDAK BERFUNGSI	General Aspect
cek pajak gak bisa	Functionality and Perfomance
scan tidak bisa mendeteksi produk	Functionality and Perfomance
pemuatan aplikasi sangat lambat	Functionality and Perfomance
APLIKASI JELEK	Functionality and Perfomance
masuk kesulitan	User Experince
akun tidak bisa diakses	Functionality and Perfomance
amplikasi slalu minta di perbarui	Support and Updates
loading teruss	Functionality and Perfomance
sertifikat vaksin hilang	Functionality and Perfomance
cek produk Lama banget	Functionality and Perfomance
aplikasinya gak guna	General Aspect
masuk tidak dapat	Functionality and Perfomance
sertifikat vaksin gak bisa di download	Functionality and Perfomance
Klik dokumen mau foto ktp gak bisa	Functionality and Perfomance
aplikasi sudah bagus	General Aspect
update kagak bisa bayar	Support and Updates
Aplikasinya lemot syekali	Functionality and Perfomance
UPDATE LOADING TERUS	Support and Updates
aplikasi ampas	General Aspect
Aplikasi bab1	General Aspect
cek susah minta ampun	User Experince
APLIKASI GA JELAS	General Aspect
Aplikasi kualitas nya jelek	General Aspect
login gagal	Functionality and Perfomance
isi survey ga muncul muncul	Functionality and Perfomance
server aneh	Functionality and Perfomance
Aplikasi eror	Functionality and Perfomance
loading lambat	Functionality and Perfomance
Aplikasi makin aneh	General Aspect
masuk susah	User Experince
kode captcha tidak sesuai	Functionality and Perfomance
respon cepet	Out of Aspect
apl GK bisa di download	Functionality and Perfomance
melaporkan kejadian sangat mudah	User Experince
cek tnkb Gabisa	Functionality and Perfomance
CCTV ga bisa di akses	Functionality and Perfomance
aplikasi tidak membantu	User Experince
pin gagal	Functionality and Perfomance
Daftr muter terus	Functionality and Perfomance
Aplikasi kebanyakan dikorupsi	Out of Aspect
APK ANEH	General Aspect
apk Plissss jgn donwload	General Aspect
scan barcode produk terdeteksi dengan baik	Functionality and Perfomance
aplikasi Mohon di perbaiki	General Aspect
Apk gk mau terbuka	Functionality and Perfomance
pelayanannya Memudahkan	Out of Aspect
aplikasinya keluar sendiri	Functionality and Perfomance
apk sangat membantu	User Experince
Apk kaga ada yang urus	General Aspect
data ragu	Security
update aplikasi tidak ada	Support and Updates
masuk ribetnya minta ampun	Functionality and Perfomance
File gak bisa disimpan	Functionality and Perfomance
koneksi internet Tidak ada	Functionality and Perfomance
cek produk gk ada hasil	Functionality and Perfomance
nge scan gak bsa	Functionality and Perfomance
penyelesaian tidak ada	Support and Updates
Apk tidak bermutu	General Aspect
cek lola	Functionality and Perfomance
login Susah	User Experince
aplikasi makin jelek	General Aspect
aplikasi tidak bisa dibuka	Functionality and Perfomance
diupgrade tidak bisa dibuka	Support and Updates
server Tidak terhubung	Functionality and Perfomance
respon petugas perlu ditingkatkan	Out of Aspect
Aplikasi gak guna	Functionality and Perfomance
aplikasi Sangat bagus	General Aspect
pakai gk bs	Functionality and Perfomance
Pelayanan bagus	User Experince
respon petugas perlu ditingkatkan	Out of Aspect
apk ga guna	General Aspect
apk Nyebelin banget	General Aspect
terdeteksi cpat	Functionality and Perfomance
Pembayaran online tidak bisa	Functionality and Perfomance
loading lama banget	Functionality and Perfomance
cek tidak bisa di buka	Functionality and Perfomance
cek PKB gak bisa dipake	Functionality and Perfomance
server Tidak terhubung	Functionality and Perfomance
scan produk lama sekali	Functionality and Perfomance
aplikasi Tidak ada gunanya	General Aspect
server tidak bisa terhubung	Functionality and Perfomance
buka tidak dapat	Functionality and Perfomance
tulisannya kecil	User Interface
admin menjelaskan dengan detail	Out of Aspect
server Tidak dapat terkoneksi	Functionality and Perfomance
Tombol tidak bisa diklik	Functionality and Perfomance
login Gabisa	Functionality and Perfomance
Pelayana cepat	Out of Aspect
server ngak bisa koneksi	Functionality and Perfomance
aplikaainya mantab	General Aspect
scanning Lemottttttt	Functionality and Perfomance
aplikasi sering error	Functionality and Perfomance
bayar pajak stnk gagal terus	Functionality and Perfomance
Apk bodoh	General Aspect
datanya hilang	Security
server speknya kentang	Functionality and Perfomance
update lebih bagus	Support and Updates
Aplikasi super lengkap pelayanan publik	User Experince
hasil scan barkodnya lelet	Functionality and Perfomance
cek pajak Ga bisa	Functionality and Perfomance
digunakan ga bisa	Functionality and Perfomance
cctv gabisa diakses	Functionality and Perfomance
cek pajak ga bisa	Functionality and Perfomance
Aplikasi mempersulit	User Experince
layanan lebih ditingkatkan	Out of Aspect
aplikasi sangat membantu customer	User Experince
aplikasi GK berfungsi	Functionality and Perfomance
scan gak bisa	Functionality and Perfomance
cek pajak kendaraan Tidak bisa	Functionality and Perfomance
aplikasi ga bisa	Functionality and Perfomance
apk Menuhin memory hp	Functionality and Perfomance
adminnya fast respon	Out of Aspect
Aplikasi teu jelas	General Aspect
aplikasi tidak pernah bisa di gunakan	Functionality and Perfomance
bugnya Perbaiki	Functionality and Perfomance
Presensi sering terganggu	Functionality and Perfomance
bug Banyak	Functionality and Perfomance
pencarian produk berfungsi dengan baik	Functionality and Perfomance
aplikasi aman gak	Security
bug dmana2	Functionality and Perfomance
cek loading trs	Functionality and Perfomance
apknya ada masalah	Functionality and Perfomance
aparatur desanya baik	Out of Aspect
kode tidak masuk	Functionality and Perfomance
apk sampah	Functionality and Perfomance
scan produk lama bgt	Functionality and Perfomance
cek pajak motor tidak muncul	Functionality and Perfomance
apl Keren	General Aspect
rumah sakitnya Bersih	Out of Aspect
server Tidak dapat teehubung	Functionality and Perfomance
aplikasinya trouble	Functionality and Perfomance
aplikasi sangat membantu sekali	User Experince
sertifikat vaksin hilang	Functionality and Perfomance
apl eror	Functionality and Perfomance
Pelayanan sangat membantu	Out of Aspect
aplikasinya Jelek bgt	General Aspect
aplikasi gabisa dipake	Functionality and Perfomance
logoutnya susah	User Experince
daftar ga bisa2	Functionality and Perfomance
Aplikasi Lemot	Functionality and Perfomance
Upgrade gk bisa buat ngecek	Functionality and Perfomance
scan Tidak bisa	Functionality and Perfomance
aplikasinya diperhatikan	User Experince
Pelayanannya cukup baik	Out of Aspect
aplikasi apus aja	General Aspect
troble sering	Functionality and Perfomance
tema dikeluarin gabisa	Functionality and Perfomance
absen pegawai Sering error	Functionality and Perfomance
Pelayanan cepat	Out of Aspect
login susah	User Experince
terbuka Tdk bisa	Functionality and Perfomance
Aplikasi downgrade setelah di update	Support and Updates
aplikasi mempersulit	Functionality and Perfomance
Aplikasi satu untuk semua	User Experince
RESPON LAMA	Support and Updates
aplikasi buang biaya negara	General Aspect
upgrade bagusan yg dulu	Support and Updates
Pendaftaran vaksin gk bs di buka	Functionality and Perfomance
perpanjangan skck Sangat membantu	User Experince
bookmark nggak berfungsi	Functionality and Perfomance
apk muter2 doang	Functionality and Perfomance
app stuck logo	Functionality and Perfomance
Aplikasi tidak bisa dipakai	Functionality and Perfomance
RESPON LAMA	Support and Updates
Aplikasinya sangat bermanfaat	User Experince
data tidak masuk	Functionality and Perfomance
cri info lokasi vaksin gbs	Functionality and Perfomance
donwload sertifikat gak bisa	Functionality and Perfomance
aplikasi sangat bermanfaat	User Experince
proses pengurusan berkas Memudahkan	User Experince
server tak bisa konek	Functionality and Perfomance
log in gak bisa	Functionality and Perfomance
daftar gagal terus	Functionality and Perfomance
buka aplikasi gak bisa	Functionality and Perfomance
login g bisa	Functionality and Perfomance
cek no bpom gk bisa	Functionality and Perfomance
Aplikasi kurang membantu	User Experince
aplikasi terhenti	Functionality and Perfomance
setifikat vaksin tidak ada	Functionality and Perfomance
cek pembayaran ga bisa	Functionality and Perfomance
login gak bisa	Functionality and Perfomance
Pelayanan sangat bagus	Out of Aspect
jadwal Ga sesuai	User Experince
perbaiki ngk pernah	Support and Updates
APLIKASI MEMPERSULIT AJA	User Experince
app gk bisa dipake	Functionality and Perfomance
Aplikasi ngga konek	Functionality and Perfomance
Apk kuntul	General Aspect
load kebangetan lama	Functionality and Perfomance
ngcek ngga bisa	Functionality and Perfomance
APLIKASI GAK JELASSSSSSSSSSSS	General Aspect
dibuka gabisa	Functionality and Perfomance
Aplikasi gak bisa cek pajak	Functionality and Perfomance
internet gak ada jaringan	Functionality and Perfomance
aplikasi kaga jelas	General Aspect
masukin akun gagal mulu	Functionality and Perfomance
Pelayanan bagus	User Experince
aplikasi gk bisa ngecek	Functionality and Perfomance
daftar nik gagal	Functionality and Perfomance
Pelayanan sangat cepat	Out of Aspect
Aplikasi efektif dan efisien	User Experince
Adminnya cepat tanggap	Out of Aspect
aplikasi tdk bisa digunakan	Functionality and Perfomance
aplikasi suka error	Functionality and Perfomance
pelayanan cekat	User Experince
aplikasi susah buat laporan	Functionality and Perfomance
upload berhasil	Functionality and Perfomance
nyari buku Susah	User Experince
aplikasi tdk bisa d gunakan	Functionality and Perfomance
bayar ga muncul	Functionality and Perfomance
aplikasi tolol	General Aspect
Pelayanan lelet banget	User Experince
daftar Tidak bisa	Functionality and Perfomance
gunakan Tak dapat	Functionality and Perfomance
lihat data tidak bisa	Functionality and Perfomance
kinerja aplikasi Tolong tingkatan	Functionality and Perfomance
Akses Lebih cepat	Functionality and Perfomance
akun gk bisa di buka	Functionality and Perfomance
aplikasi suka keluar	Functionality and Perfomance
pilih lokasi sulit	User Experince
scan gak fungsi	Functionality and Perfomance
Aplikasi parah	General Aspect
scan gak terdaftar	Functionality and Perfomance
aplikasi konyol	General Aspect
server sibuk	Functionality and Perfomance
Aplikasi tidak bisa digunakan	General Aspect
Aplikasinya bagus	General Aspect
barcodenya muter2	Functionality and Perfomance
Aplikasi tidak jelas	General Aspect
aplikasi buruk banget	General Aspect
aplikasi Gk jelas	General Aspect
Aplikasi respon	User Experince
Sertifikat vaksin g ada	Functionality and Perfomance
cek 1 merk susah	User Experince
update lemot	Support and Updates
privasi Sangat tidak ramah	Security
aplikasi mohon diperbaiki	User Experince
cek pajak kendaraan mohon di perbaiki	Functionality and Perfomance
Pengajuan ga ada konfirmasi	Out of Aspect
aplikasi busuk	General Aspect
aplikasi ga bisa di gunain	Functionality and Perfomance
tampilan bikin pusing	User Interface
koleksi ebooknya bisa ditambahkan	Functionality and Perfomance
aplikasi sangat membantu	User Experince
email tidak valid	Functionality and Perfomance
Aplikasi belum bisa melihat data kendaraan	Functionality and Perfomance
loading lamaaaaaa bgtt	Functionality and Perfomance
aplikasi bahan olok2	General Aspect
Ngeceknya lama bgt	Functionality and Perfomance
aplikasi mudah sekali	User Experince
login ngga bisa	Functionality and Perfomance
login Tidak bisa	Functionality and Perfomance
aplikasi buang ajaaaa	General Aspect
Pelayananan bagus	Out of Aspect
aplikasi taik	General Aspect
Apk sangat membantu	User Experince
pinjamnya mdh	User Experince
Laporan langsung ditanggapi	Support and Updates
cek pajak Tidak bisa	Functionality and Perfomance
aplikasinya Manteb	General Aspect
aplikasi ditambah fiturnya	User Experince
Pelayanan sangat cepat	User Experince
LOGIN GAK BISA	Functionality and Perfomance
Aplikasi eror	Functionality and Perfomance
ngirim kodenya lama	Functionality and Perfomance
scan loading lamaaaaa	Functionality and Perfomance
aplikasi gagal	General Aspect
Aplikasi sangat berguna	User Experince
aprove Cepat sekali	Out of Aspect
Afk gak bisa dipake	Functionality and Perfomance
masuk Susah	Functionality and Perfomance
Aplikasinya sulit untuk upload	User Experince
kapasitas servernya ditambah	Functionality and Perfomance
cek info pkb Tidak bisa dipakai	Functionality and Perfomance
aplikasi jelek	General Aspect
pemeliharaan Lama sekali	Support and Updates
aplikasi ga user friendly	User Experince
menu mudah	User Experince
Aplikasinya lelet banget	Functionality and Perfomance
aplikasi ngk membantu	User Experince
registrasi tidak bisa	Functionality and Perfomance
Pelayanan mudah	Out of Aspect
cek no bpom Ga bisa	Functionality and Perfomance
akun belum bisa di gunakan	Functionality and Perfomance
aplikasinya ga bisa cek info PKB	General Aspect
keamanan datanya dimana?	Security
scan nggak terdeteksi	Functionality and Perfomance
UX perlu dirombak	User Experince
aplikasi tidak membantu	General Aspect
dipake Ga bisa	Functionality and Perfomance
historis kendaraan bermotor Hilang	Functionality and Perfomance
Aplikasinya failed connect to server	Functionality and Perfomance
aplikasi engga bisa masuk	Functionality and Perfomance
aplikasi Bagus	General Aspect
aplikasinya gangguan terus	Functionality and Perfomance
aplikasi memding di unistal	General Aspect
Aplikasi cacat	Functionality and Perfomance
Pengajuan SK agak lambat	Out of Aspect
daftar susah banget	Functionality and Perfomance
Apkikasi jelek	General Aspect
cek lag parah	Functionality and Perfomance
scan barcode loading terus	Functionality and Perfomance
Aplikasi selalu update	Support and Updates
aplikasinya Sangat buruuuuk	General Aspect
apknya gk berfungsi	Functionality and Perfomance
masuk tidak bisa	Functionality and Perfomance
daftar susah	User Experince
Ngescan muter terus	Functionality and Perfomance
app bagus deh	General Aspect
server selalu tidak terhubung	Functionality and Perfomance
cek kadarluasa produk Gak bisa	Functionality and Perfomance
pinjam buku gk bisa	Functionality and Perfomance
isi kode gak bisa	Functionality and Perfomance
login gabisa	Functionality and Perfomance
aplikasi gak beres	General Aspect
adminnya profesional	Out of Aspect
Login dipersusah	Functionality and Perfomance
download gak mau	Functionality and Perfomance
WiFi tidak bisa di pakai	Out of Aspect
ngecek ga bisa	Functionality and Perfomance
Login buang waktu	Functionality and Perfomance
apk buruk	General Aspect
Aplikasinya tidak berkualitas	General Aspect
pelayanan surat lebih cepat	Out of Aspect
antrian tidak bisa diakses	Functionality and Perfomance
login eror	Functionality and Perfomance
apk sangat baik sekali	General Aspect
upgrade gk bisa dipakai	Support and Updates
aplikasi Lumayan	General Aspect
koneksi internet ga ada	Functionality and Perfomance
check tanggal pajak reconnect terus	Functionality and Perfomance
aplikasi tidak bisa ngecek kendaraan	Functionality and Perfomance
login Selalu ada kendala	Functionality and Perfomance
pelayanan Sangat puas	Out of Aspect
loadingnya lama banget	Functionality and Perfomance
apk buang buang kuota aja	Functionality and Perfomance
aplikasi penipuan	General Aspect
ngecek kagak bisa	Functionality and Perfomance
buka ga bisa	Functionality and Perfomance
update Terlalu lama	Support and Updates
